id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,kode_jenis_usaha,daerah,margin_laba,total_tenaga_kerja,avg_belanja_pelanggan,utilisasi_produksi,roa
288211131,Ud. Zidanar Suryaatmaja,Perdagangan,85,18,1524650,19587507,Lazada,648,2022,-589199503.5,405858007,648,006,Mojokerto,-3008.037233,103,30227.63426,3022763.426,1184.721543
288211132,Ud. Teguh Nirbayu,Kesehatan,23,89,4952613,20437711,Bukalapak,106,2009,-626545409,431322080,106,003,Surabaya,-3065.63396,112,192808.5943,19280859.43,312.6652133
288211133,Ud. Taufik Nirmala Oki,Pendidikan,70,78,7766495,16897289,Shopee,614,2019,-834621229,567679012,614,005,Blitar,-4939.3795,148,27520.01466,2752001.466,117.5664698
288211134,Ud. Ovan Ananta,Jasa,12,18,2244108,33480663,Lazada,100,2011,-111287037,96511800,100,002,Malang,-332.391975,30,334806.63,33480663,1391.936351
288211135,Ud. Jojo Sumirat,Jasa,5,24,8425456,6676361,Tokopedia,781,2008,-125194715.5,87914051,781,002,Probolinggo,-1875.193919,29,8548.477593,854847.7593,-20.75964791
288211136,Ud. Damar Cahaya,Jasa,73,38,8624493,37194477,Tokopedia,724,2022,-427232631,309618072,724,002,Probolinggo,-1148.645351,111,51373.58702,5137358.702,331.265664
288211137,Ud. Lono Gemilang,Perdagangan,50,94,6127902,1085916,Bukalapak,226,2023,-535546644,357755040,226,006,Batu,-49317.50191,144,4804.938053,480493.8053,-82.27915525
288211138,Ud. Widi Cempaka,Kesehatan,59,93,7690931,23212312,Bukalapak,129,2013,-847346864,580372784,129,003,Batu,-3650.419932,152,179940.4031,17994040.31,201.8140717
288211139,Ud. Fatiah Dharma Valen,Jasa,74,32,1433748,39920424,Website Sendiri,142,2005,-499134255,359369786,142,002,Mojokerto,-1250.32303,106,281129.7465,28112974.65,2684.340344
288211140,Ud. Qila Maheswara,Perdagangan,28,79,3416099,11741533,Tokopedia,60,2004,-605213084,411303078,60,006,Mojokerto,-5154.463936,107,195692.2167,19569221.67,243.7117308
288211141,Ud. Wenny Pamungkas,Perdagangan,15,39,2001946,45991922,Shopee,587,2011,-134258512,120166956,587,006,Gresik,-291.9175937,54,78350.80409,7835080.409,2197.360768
288211142,Ud. Niken Lingga,Perdagangan,83,11,9404614,49320210,Shopee,49,2014,-442387962,327805448,49,006,Pasuruan,-896.9709618,94,1006534.898,100653489.8,424.4256702
288211143,Ud. Gita Mandala,Jasa,63,91,8332622,31883486,Website Sendiri,982,2001,-847874470,586505304,982,002,Pasuruan,-2659.290361,154,32467.90835,3246790.835,282.6344937
288211144,Ud. Fanny Galang,Perdagangan,84,29,1135797,3493729,Tokopedia,641,2000,-649304502.5,435198821,641,006,Gresik,-18584.85597,113,5450.435257,545043.5257,207.6015344
288211145,Ud. Yusuf Kawiswara,Perdagangan,54,69,5211246.5,5064987,Lazada,894,2022,-664318356,446255562,894,006,Blitar,-13115.89459,123,5665.533557,566553.3557,22.14936484
288211146,Ud. Ulya Nawasena,Perdagangan,28,41,2062212,1928018,Lazada,292,2002,-406568887,272331270,292,006,Pasuruan,-21087.401,69,6602.80137,660280.137,-6.507284411
288211147,Ud. Sinta Wiratama,Perdagangan,77,13,1273580,13033994,Shopee,516,2002,-464926486,318640320,516,006,Malang,-3567.030075,90,25259.67829,2525967.829,923.4138413
288211148,Ud. Jasmine Elok,Perdagangan,54,4,2957752,9549787,Lazada,496,2021,-209429039,145985884,496,006,Malang,-2193.023143,58,19253.60282,1925360.282,222.8731483
288211149,Ud. Mirna Gemilang,Perdagangan,59,35,5973906,47656656,Bukalapak,218,2013,-367945215,277067914,218,006,Probolinggo,-772.075185,94,218608.5138,21860851.38,697.7470017
288211150,Ud. Febri Jayeng,Jasa,40,58,3483218,18820772,Bukalapak,191,2024,-505757548,349718880,191,002,Madiun,-2687.230619,98,98538.0733,9853807.33,440.3271343
288211151,Ud. Fani Lingga,Jasa,79,56,6460615,5891226,Website Sendiri,387,2011,-493424566.5,332877195,387,002,Gresik,-8375.583732,135,15222.8062,1522280.62,-8.813232177
288211152,Ud. Berlian Tejakencana,Jasa,8,86,4003391,39320291,Lazada,212,2015,-443331169,321767640,212,002,Malang,-1127.486999,94,185473.0708,18547307.08,882.1746365
288211153,Ud. Zidan Anindita,Kesehatan,5,59,5769809,18980928,Website Sendiri,530,2012,-221793024,160515968,530,003,Kediri,-1168.504638,64,35813.0717,3581307.17,228.9697805
288211154,Ud. Qanita Asri,Kesehatan,28,95,6950243,17764355,Tokopedia,276,2003,-652373777.5,446758755,276,003,Mojokerto,-3672.375257,123,64363.60507,6436360.507,155.5932936
288211155,Ud. Pasha Jayeng,Perdagangan,17,94,8331836,33273454,Lazada,912,2005,-321709208,236655108,912,006,Batu,-966.86448,111,36484.05044,3648405.044,299.3532038
288211156,Ud. Rosa Kawiswara,Pendidikan,23,77,7990078,4390175,Shopee,750,2024,-330326875,223144700,750,005,Pasuruan,-7524.230241,100,5853.566667,585356.6667,-45.05466655
288211157,Ud. Wira Wijaya,Kesehatan,50,95,1226495,48664322,Shopee,79,2004,-573508130.5,414781635,79,003,Gresik,-1178.498142,145,616004.0759,61600407.59,3867.755433
288211158,Ud. Nayla Asa,Perdagangan,16,62,528695,5304317,Tokopedia,39,2005,-402990583,272196600,39,006,Probolinggo,-7597.407602,78,136008.1282,13600812.82,903.2848807
288211159,Ud. Tariq Suryaatmaja Zara,Pendidikan,99,48,9325866,16704043,Bukalapak,614,2021,-643879338.5,440388921,614,005,Surabaya,-3854.631711,147,27205.28176,2720528.176,79.11519424
288211160,Ud. Tari Suci,Perdagangan,20,90,1948574,5254039,Bukalapak,232,2006,-631806176,424706810,232,006,Batu,-12025.152,110,22646.71983,2264671.983,169.6350767
288211161,Ud. Qira Tri,Jasa,82,64,4066877,36432334,Bukalapak,480,2020,-538671521,383402570,480,002,Kediri,-1478.553422,146,75900.69583,7590069.583,795.830732
288211162,Ud. Alma Wisesa,Kesehatan,50,51,9178384,42643978,Lazada,342,2019,-484763124.5,351604735,342,003,Pasuruan,-1136.768067,101,124689.9942,12468999.42,364.6131389
288211163,Ud. Khalid Kusumasari,Pendidikan,86,8,5428261,46197778,Website Sendiri,127,2007,-508533869,369821098,127,005,Kediri,-1100.775602,94,363762.0315,36376203.15,751.0603672
288211164,Ud. Chiko Sukadarma,Perdagangan,90,15,9206177,21895018,Tokopedia,430,2023,-340545084.5,241626735,430,006,Mojokerto,-1555.354211,105,50918.64651,5091864.651,137.8296442
288211165,Ud. Ulya Jati Guntur,Kesehatan,74,34,6829062,14655943,Lazada,469,2019,-540185147,369894060,469,003,Mojokerto,-3685.775436,108,31249.34542,3124934.542,114.6113624
288211166,Ud. Oki Paningrat Juni,Pendidikan,89,73,1020571,16553906,Shopee,950,2009,-816236254,555193440,950,005,Blitar,-4930.777389,162,17425.16421,1742516.421,1522.023945
288211167,Ud. Lana Saprahan Salsa,Kesehatan,53,15,2436813,5103777,Website Sendiri,859,2009,-340833099,230624584,859,003,Probolinggo,-6678.056251,68,5941.533178,594153.3178,109.4447543
288211168,Ud. Marsel Adyatma,Kesehatan,10,93,3391303,23737889,Website Sendiri,341,2020,-326489972.5,233485241,341,003,Batu,-1375.395986,103,69612.57771,6961257.771,599.9636718
288211169,Ud. Qiana Mahendra,Jasa,42,32,2621873,33429287,Lazada,260,2019,-268544881,201316112,260,002,Sidoarjo,-803.3221917,74,128574.1808,12857418.08,1175.015495
288211170,Ud. Mira Wening Yoga,Pendidikan,85,50,9124045,33911845,Shopee,972,2010,-491856522.5,350512245,972,005,Sidoarjo,-1450.397413,135,34888.72942,3488872.942,271.6755562
288211171,Ud. Shinta Widjaja,Perdagangan,82,60,8918615,25108569,Website Sendiri,697,2000,-490152276,343507230,697,006,Batu,-1952.131466,142,36023.77188,3602377.188,181.5299124
288211172,Ud. Habib Kusumasari,Perdagangan,7,78,3380311,44283138,Lazada,493,2017,-298337412,228413700,493,006,Surabaya,-673.7043161,85,89823.80933,8982380.933,1210.031473
288211173,Ud. Alvino Dewangga,Jasa,22,58,7652241,2004703,Shopee,382,2024,-241785497,162526800,382,002,Probolinggo,-12060.91361,80,5247.913613,524791.3613,-73.80240638
288211174,Ud. Nadia Wiyata,Kesehatan,52,71,6064947,47682154,Lazada,218,2010,-591390237.5,426048261,218,003,Kediri,-1240.275843,123,218725.4771,21872547.71,686.1924267
288211175,Ud. Widi Harmoni,Perdagangan,86,3,3082756,25495215,Shopee,787,2011,-374343025.5,266558827,787,006,Surabaya,-1468.287385,89,32395.44473,3239544.473,727.026693
288211176,Ud. Abdi Madya,Kesehatan,39,1,7166752,7603498,Tokopedia,501,2009,-209383442,144657960,150,003,Madiun,-2753.777827,40,50689.98667,1517664.271,6.094057671
288211177,Ud. Naufal Citra,Kesehatan,8,70,9936027,13989897,Bukalapak,581,2016,-253835037,178549956,581,003,Batu,-1814.416768,78,24078.99656,2407899.656,40.79970797
288211178,Ud. Zulfa Pusaka Ujang,Pendidikan,23,57,2786270,36085769,Lazada,800,2005,-364322671,266938960,800,005,Kediri,-1009.602071,80,45107.21125,4510721.125,1195.128218
288211179,Ud. Halim Tirtayasa,Perdagangan,75,61,8422009,39567152,Lazada,295,2013,-661253836,467213992,295,006,Sidoarjo,-1671.219187,136,134125.939,13412593.9,369.8065747
288211180,Ud. Asep Wangi,Jasa,75,97,3476384,41039885,Lazada,129,2017,-723376447,509610888,129,002,Malang,-1762.618114,172,318138.6434,31813864.34,1080.53371
288211181,Ud. Priska Jati,Perdagangan,95,24,5516510,32347166,Lazada,838,2002,-677775992.5,473415439,838,006,Gresik,-2095.318003,119,38600.43675,3860043.675,486.3701144
288211182,Ud. Gisel Mahendra Alma,Perdagangan,50,70,7269870,5107400,Tokopedia,293,2006,-690490720,463732080,293,006,Blitar,-13519.41732,120,17431.39932,1743139.932,-29.74564882
288211183,Ud. Yani Darma,Perdagangan,69,24,6794351,45506671,Bukalapak,501,2009,-272542448,212032746,160,006,Sidoarjo,-598.9065823,93,284416.6938,9083167.864,569.7721534
288211184,Ud. Alif Pramana,Kesehatan,3,65,1835126,12275141,Bukalapak,974,2011,-263186161,183640868,974,003,Probolinggo,-2144.05815,68,12602.81417,1260281.417,568.8990838
288211185,Ud. Desi Radhitya Tegar,Pendidikan,60,25,4070792,27513648,Website Sendiri,314,2007,-366563989.5,262718425,314,005,Mojokerto,-1332.298754,85,87623.0828,8762308.28,575.8794849
288211186,Ud. Opik Panji Alvino,Kesehatan,76,99,6716405,49705077,Tokopedia,423,2012,-773292273,548664900,423,003,Gresik,-1555.761141,175,117506.0922,11750609.22,304.8369924
288211187,Ud. Jihan Kencana,Kesehatan,63,54,4219093,28729022,Bukalapak,210,2023,-482800652.5,341019783,210,003,Gresik,-1680.532851,117,136804.8667,13680486.67,580.9288631
288211188,Ud. Yessi Utama,Kesehatan,35,2,6497738,38339768,Bukalapak,619,2023,-86506039,83230538,619,003,Malang,-225.6300534,37,61938.23586,6193823.586,490.0479213
288211189,Ud. Qanita Berkarya,Kesehatan,40,45,4802789,47373813,Shopee,377,2003,-431044437,318945500,377,003,Blitar,-909.8791288,85,125659.9814,12565998.14,886.3813089
288211190,Ud. Diyan Sumirat,Jasa,37,28,6520417,26468257,Shopee,35,2013,-257542905.5,189340775,35,002,Blitar,-973.0255585,65,756235.9143,75623591.43,305.9288999
288211191,Ud. Bayu Sudarsana,Jasa,81,57,806953,31603831,Tokopedia,389,2022,-436240181,311896008,389,002,Madiun,-1380.339558,138,81243.78149,8124378.149,3816.440115
288211192,Ud. Uti Cempaka,Jasa,14,10,1771669,47649681,Tokopedia,346,2007,-55717479,68911440,346,002,Madiun,-116.9314838,24,137715.841,13771584.1,2589.536307
288211193,Ud. Intan Prana,Jasa,47,20,5303747,13966301,Bukalapak,939,2002,-377186131,260768288,939,002,Pasuruan,-2700.687397,67,14873.58999,1487358.999,163.3289446
288211194,Ud. Tari Cahaya,Jasa,96,42,7865282,30827967,Shopee,589,2004,-578785791,406409172,589,002,Sidoarjo,-1877.469867,138,52339.50255,5233950.255,291.9499263
288211195,Ud. Yusuf Jayabaya,Perdagangan,29,3,5211246.5,1794366,Shopee,599,2000,-119212914,80671520,599,006,Sidoarjo,-6643.734556,32,2995.602671,299560.2671,-98.39626661
288211196,Ud. Tono Madya,Pendidikan,99,68,2314205,49193252,Bukalapak,267,2011,-456810485.5,337335825,267,005,Sidoarjo,-928.6039587,167,184244.3895,18424438.95,2025.708483
288211197,Ud. Wawan Jayabaya,Jasa,62,69,689742,7205930,Bukalapak,825,2004,-416800787.5,282671145,825,002,Pasuruan,-5784.135948,131,8734.460606,873446.0606,944.7283187
288211198,Ud. Tasya Jati,Pendidikan,24,21,7240879,14780226,Unknown,591,2012,-219112066.5,155928195,591,005,Surabaya,-1482.467633,45,25008.84264,2500884.264,104.1219857
288211199,Ud. Desi Sukma,Kesehatan,3,5,1016514,24756174,Lazada,513,2006,-14339214,26063592,513,003,Blitar,-57.92176933,8,48257.64912,4825764.912,2335.399217
288211200,Ud. Laila Permai Miko,Pendidikan,17,77,6429511,23832066,Tokopedia,466,2022,-389166099,275332110,466,005,Malang,-1632.951583,94,51141.77253,5114177.253,270.6668516
288211201,Ud. Teguh Jayawarsa Dina,Jasa,44,21,4661732,27746524,Tokopedia,929,2021,-267185028.5,196621035,929,002,Probolinggo,-962.9495518,65,29867.08719,2986708.719,495.1977505
288211202,Ud. Omar Sentosa,Pendidikan,96,15,1783804,11441270,Website Sendiri,407,2009,-528969278.5,360273699,407,005,Blitar,-4623.344074,111,28111.2285,2811122.85,541.3972611
288211203,Ud. Veronika Sunardi,Jasa,83,95,9760397,24667658,Shopee,854,2017,-742911685,511719562,854,002,Madiun,-3011.683091,178,28884.84543,2888484.543,152.7321174
288211204,Ud. Willy Utama,Jasa,84,35,6004458,46520879,Lazada,340,2023,-623405507.5,446617591,340,002,Gresik,-1340.055306,119,136826.1147,13682611.47,674.7723275
288211205,Ud. Muthia Jayawarsa,Jasa,64,49,5525103,18638267,Shopee,625,2004,-548146342,377856406,625,002,Kediri,-2940.972688,113,29821.2272,2982122.72,237.3379103
288211206,Ud. Elyas Widhi,Kesehatan,97,57,628344,35745453,Website Sendiri,354,2011,-856358991,594736296,354,003,Mojokerto,-2395.714473,154,100975.8559,10097585.59,5588.834938
288211207,Ud. Pasha Baswara,Jasa,72,70,9140834,18719143,Website Sendiri,807,2010,-756001901,516480696,807,002,Pasuruan,-4038.656583,142,23195.96406,2319596.406,104.7859419
288211208,Ud. Nina Sehat,Pendidikan,64,86,1344864,8116752,Website Sendiri,481,2018,-717421173,483691950,481,005,Batu,-8838.771629,150,16874.74428,1687474.428,503.5370119
288211209,Ud. Kinan Sidarta,Perdagangan,26,50,7962923,35323382,Tokopedia,939,2008,-236917282,181493776,939,006,Kediri,-670.7095091,76,37618.0852,3761808.52,343.5981862
288211210,Ud. Ulya Bratadikara Rafa,Kesehatan,78,77,9252042,20863089,Tokopedia,672,2023,-597588771,412301240,672,003,Probolinggo,-2864.335051,155,31046.26339,3104626.339,125.4971281
288211211,Ud. Vina Maheswara,Jasa,87,46,1260812,19131493,Shopee,476,2010,-517621860.5,357835569,476,002,Sidoarjo,-2705.600972,133,40192.21218,4019221.218,1417.394584
288211212,Ud. Fanny Mandala,Jasa,59,52,6283341,27848059,Bukalapak,74,2011,-466354077.5,329468091,74,002,Madiun,-1674.637638,111,376325.1216,37632512.16,343.2046422
288211213,Ud. Galih Madani,Jasa,58,5,2225791,16932083,Tokopedia,856,2006,-230690708.5,165081861,856,002,Madiun,-1362.447305,63,19780.47079,1978047.079,660.7220534
288211214,Ud. Desta Wiyata,Perdagangan,24,24,579179,30414739,Lazada,771,2020,-186455885,144580416,771,006,Madiun,-613.0445012,48,39448.42931,3944842.931,3535.01888
288211215,Ud. Carissa Pamungkas,Pendidikan,33,2,7638181,45677065,Lazada,370,2006,-92009697.5,91791175,370,005,Sidoarjo,-201.4352225,35,123451.527,12345152.7,498.0097225
288211216,Ud. Yola Bima,Perdagangan,49,12,8413638,38250245,Lazada,385,2023,-211132547.5,166255195,385,006,Batu,-551.9769808,61,99351.28571,9935128.571,354.6219483
288211217,Ud. Abdi Kusumasari,Jasa,54,52,1088392,3124875,Website Sendiri,951,2009,-528851919,354651196,951,002,Pasuruan,-16923.93837,106,3285.883281,328588.3281,187.1093319
288211218,Ud. Jaya Alam,Pendidikan,9,66,544628,33990160,Shopee,839,2023,-358506140,261664200,839,005,Kediri,-1054.735076,75,40512.7056,4051270.56,6140.986508
288211219,Ud. Harun Persada Joko,Pendidikan,93,30,744925,35374828,Website Sendiri,575,2007,-352344357.5,258479457,575,005,Sidoarjo,-996.0312952,123,61521.44,6152144,4648.777125
288211220,Ud. Nando Adhi,Pendidikan,57,66,5451131,26615584,Lazada,409,2024,-482970648.5,339724155,409,005,Probolinggo,-1814.61601,123,65074.77751,6507477.751,388.2580147
288211221,Ud. Vera Tirtaatmaja,Perdagangan,88,80,1454335,6235311,Lazada,965,2012,-548271033,369670896,965,006,Pasuruan,-8793.002193,168,6461.462176,646146.2176,328.7396645
288211222,Ud. Santi Sumirat Yudi,Jasa,50,54,2222160,28449362,Website Sendiri,363,2005,-576971194,403613704,363,002,Probolinggo,-2028.063737,104,78372.89807,7837289.807,1180.257137
288211223,Ud. Qayla Madya,Pendidikan,85,65,1430672,10859839,Unknown,756,2006,-697911761,472514400,756,005,Pasuruan,-6426.538745,150,14364.8664,1436486.64,659.0725897
288211224,Ud. Elen Elok,Jasa,87,4,7725120,49895620,Lazada,714,2009,-490757129,360435166,714,002,Batu,-983.5675536,91,69881.82073,6988182.073,545.8879603
288211225,Ud. Miko Sumringah,Perdagangan,55,8,5737549,40347625,Shopee,835,2008,-203987795,162890280,835,006,Mojokerto,-505.5757185,63,48320.50898,4832050.898,603.2205738
288211226,Ud. Arman Resaputra,Pendidikan,26,28,4346369,29125817,Lazada,927,2002,-193422655,148365648,927,005,Probolinggo,-664.0934914,54,31419.43581,3141943.581,570.1183678
288211227,Ud. Nara Wiratama,Jasa,89,34,5489620,34812572,Website Sendiri,702,2021,-429412121.5,309483129,702,002,Sidoarjo,-1233.497259,123,49590.5584,4959055.84,534.1526736
288211228,Ud. Pasha Senopati,Pendidikan,15,99,1286353,6983773,Website Sendiri,779,2010,-570717326,385134066,779,005,Pasuruan,-8172.048633,114,8965.04878,896504.878,442.9126375
288211229,Ud. Qori Adiwarna,Perdagangan,37,34,5211246.5,31003008,Bukalapak,314,2009,-216803109,165204078,314,006,Madiun,-699.2970134,71,98735.69427,9873569.427,514.3563829
288211230,Ud. Hilmi Asa,Perdagangan,52,49,7290258,31846539,Lazada,918,2013,-428190483,306691348,918,006,Blitar,-1344.543227,101,34691.21895,3469121.895,336.8369268
288211231,Ud. Putri Nusa,Perdagangan,67,29,4668507,31130126,Bukalapak,428,2003,-277725682,205903872,428,006,Madiun,-892.1444198,96,72733.93925,7273393.925,438.5574874
288211232,Ud. Erni Asri,Pendidikan,22,14,9436328,26016068,Website Sendiri,542,2001,-90245878,77507964,542,005,Surabaya,-346.8851557,36,48000.12546,4800012.546,175.7011838
288211233,Ud. Citra Swargaloka,Kesehatan,82,28,8496521,1001829,Bukalapak,818,2020,-386520306,258348090,818,003,Mojokerto,-38581.4651,110,1224.729829,122472.9829,-88.20895046
288211234,Ud. Chiko Sentosa,Perdagangan,55,24,3444989,19689363,Lazada,593,2014,-224582626.5,162847993,593,006,Mojokerto,-1140.629214,79,33202.97302,3320297.302,471.5363097
288211235,Ud. Khalid Santosa,Jasa,78,74,1407099,16097116,Tokopedia,166,2019,-611658704,418503880,166,002,Madiun,-3799.803045,152,96970.57831,9697057.831,1043.993138
288211236,Ud. Rangga Manik,Kesehatan,94,56,6348203,25450777,Shopee,247,2003,-515855123,360870600,247,003,Kediri,-2026.873769,150,103039.583,10303958.3,300.913093
288211237,Ud. Sinta Adiwarna,Perdagangan,87,50,3024236,14949513,Lazada,850,2023,-582681888,398420934,850,006,Batu,-3897.66468,137,17587.66235,1758766.235,394.3236242
288211238,Ud. Jasmine Darma,Pendidikan,74,67,3030173,24523162,Bukalapak,574,2002,-558590375,388742358,574,005,Probolinggo,-2277.807303,141,42723.27875,4272327.875,709.299073
288211239,Ud. Grego Lingga Jafar,Jasa,52,57,5157843,12825912,Bukalapak,653,2022,-524170545,357997638,653,002,Sidoarjo,-4086.809149,109,19641.51914,1964151.914,148.6681351
288211240,Ud. Utha Luhur,Pendidikan,73,11,2335355,25611802,Bukalapak,716,2013,-340366034,243985224,716,005,Mojokerto,-1328.942157,84,35770.67318,3577067.318,-20.71599393
288211241,Ud. Fira Maju,Jasa,71,95,7617284,9162536,Website Sendiri,380,2009,-926123545,623524054,380,002,Madiun,-10107.72067,166,24111.93684,2411193.684,20.28612823
288211242,Ud. Jasmine Maju,Perdagangan,66,68,1729007,45223720,Lazada,884,2009,-576532394,414504076,884,006,Madiun,-1274.845134,134,51158.0543,5115805.43,2515.589179
288211243,Ud. Miko Sari,Perdagangan,18,36,3987348,37670424,Bukalapak,525,2004,-169502061,138114990,525,006,Batu,-449.9605871,54,71753.18857,7175318.857,844.7488406
288211244,Ud. Najwa Sukarela,Kesehatan,3,24,3564438,18992457,Unknown,100,2010,-118420357.5,91608543,100,003,Batu,-623.512574,27,189924.57,18992457,432.8317395
288211245,Ud. Zulkarnaen Kelana,Perdagangan,28,67,8494397,30444134,Lazada,302,2012,-452215763.5,321773265,302,006,Malang,-1485.395392,95,100808.3907,10080839.07,258.4025329
288211246,Ud. Lintang Mardika,Perdagangan,44,23,5132231,29924987,Website Sendiri,119,2019,-275833901.5,203839259,119,006,Malang,-921.7511155,67,251470.479,25147047.9,483.0795029
288211247,Ud. Oniel Terang,Jasa,20,35,8490746,46334112,Lazada,387,2013,-135358278,121128260,387,002,Kediri,-292.1352588,55,119726.3876,11972638.76,445.7013082
288211248,Ud. Dina Panji,Kesehatan,53,1,3228112,30313503,Website Sendiri,999,2002,-162687546,128667366,999,003,Kediri,-536.6834245,54,30343.84685,3034384.685,839.047437
288211249,Ud. Fatiah Bersemi,Jasa,72,34,3317666,37215189,Website Sendiri,472,2002,-584733504,414632462,472,002,Surabaya,-1571.222718,106,78845.73941,7884573.941,1021.728016
288211250,Ud. Wulan Bima Chintya,Pendidikan,51,99,8411936,24862229,Shopee,409,2022,-686144296,474004350,409,005,Kediri,-2759.785923,150,60787.84597,6078784.597,195.5589415
288211251,Ud. Ovan Sumirat,Perdagangan,17,7,9268799,26758038,Shopee,869,2020,-83704074,73641408,869,006,Pasuruan,-312.8184286,24,30791.75834,3079175.834,188.689376
288211252,Ud. Fani Atma,Perdagangan,82,72,6745670,34135314,Tokopedia,704,2012,-649565550,455800576,704,006,Batu,-1902.913651,154,48487.66193,4848766.193,406.0329663
288211253,Ud. Syana Hastinapura,Pendidikan,16,27,3884916,20507606,Bukalapak,469,2020,-168076204,125722540,469,005,Sidoarjo,-819.5798378,43,43726.23881,4372623.881,427.8777199
288211254,Ud. Rendi Kamajaya,Perdagangan,43,59,9191401,11095381,Lazada,482,2011,-412607366,282468498,482,006,Pasuruan,-3718.730939,102,23019.46266,2301946.266,20.71479636
288211255,Ud. Taufan Saputrautama,Jasa,50,53,2547646,38886909,Bukalapak,37,2022,-565909212,403197414,37,002,Probolinggo,-1455.269206,103,1050997.541,105099754.1,1426.385887
288211256,Ud. Sani Utama,Jasa,5,43,9479204,49901394,Lazada,644,2007,-199599558,166333968,644,002,Madiun,-399.9879402,48,77486.63665,7748663.665,426.430215
288211257,Ud. Wira Mahkota,Perdagangan,94,9,866732,2790997,Tokopedia,69,2021,-461648363,309626240,69,006,Kediri,-16540.62555,103,40449.23188,4044923.188,222.0138405
288211258,Ud. Rafa Sidarta,Kesehatan,26,4,8406370,16778430,Tokopedia,382,2014,-89916570,71130000,382,003,Madiun,-535.9057433,30,43922.59162,4392259.162,99.59185713
288211259,Ud. Cipta Adikara,Perdagangan,46,46,7128423,24214464,Lazada,254,2013,-281257782,203648164,254,006,Mojokerto,-1161.528011,92,95332.53543,9533253.543,287.2176216
288211260,Ud. Alma Segar Bayu,Pendidikan,97,30,8728529,2241761,Website Sendiri,887,2007,-676606703.5,452565643,887,005,Surabaya,-30181.92856,127,2527.351747,252735.1747,-74.31685224
288211261,Ud. Yoga Bersemi,Pendidikan,45,28,4666770,6998459,Shopee,653,2002,-277255109.5,189502379,653,005,Mojokerto,-3961.65941,73,10717.3951,1071739.51,49.96365795
288211262,Ud. Tasya Trisula,Jasa,90,2,3486409,24052313,Lazada,620,2022,-520055605,362738612,620,002,Surabaya,-2162.185421,92,38794.05323,3879405.323,589.887876
288211263,Ud. Gema Jayaningrat,Pendidikan,90,25,6764418,46915651,Website Sendiri,432,2017,-335376089,254861160,432,005,Malang,-714.8490575,115,108601.044,10860104.4,593.5652262
288211264,Ud. Naila Alam,Jasa,34,94,3941227,1517807,Lazada,590,2011,-439715473,294155520,590,002,Madiun,-28970.44703,128,2572.554237,257255.4237,-61.48897285
288211265,Ud. Marwan Kusumah,Kesehatan,56,1,2522679,7632715,Lazada,251,2006,-190500539,132088836,251,003,Surabaya,-2495.842423,57,30409.22311,3040922.311,202.5638617
288211266,Ud. Oniel Putra,Jasa,11,78,3470407,34634395,Lazada,38,2007,-396775394,287606526,38,002,Gresik,-1145.61087,89,911431.4474,91143144.74,897.9923104
288211267,Ud. Mira Jagad,Perdagangan,28,76,6468631,6322020,Lazada,770,2002,-459986316,310872224,770,006,Gresik,-7275.938956,104,8210.415584,821041.5584,-2.266491936
288211268,Ud. Desi Wiraatmaja,Pendidikan,56,91,9047966,4440283,Lazada,538,2012,-729005118.5,488963601,501,005,Gresik,-16417.98774,147,8862.840319,825331.4126,-50.92506979
288211269,Ud. Cinta Suryaputra,Perdagangan,69,55,8150559,2418195,Website Sendiri,680,2004,-386754069,259448176,680,006,Blitar,-15993.50214,124,3556.169118,355616.9118,-70.33093068
288211270,Ud. Hilmi Reswara,Perdagangan,54,13,5172289,11622081,Tokopedia,789,2015,-211843287,148976912,789,006,Pasuruan,-1822.765536,67,14730.14068,1473014.068,124.6989872
288211271,Ud. Hilmiyah Trisudira,Jasa,36,75,5545976,36529655,Unknown,109,2019,-597137377,422444688,109,002,Surabaya,-1634.664705,111,335134.4495,33513444.95,558.6695471
288211272,Ud. Melati Tejakusuma,Jasa,70,14,9712539,49681444,Shopee,872,2017,-368709998,278927628,872,002,Surabaya,-742.148312,84,56974.13303,5697413.303,411.518605
288211273,Ud. Chiko Setia,Pendidikan,69,84,4332838,12611949,Website Sendiri,20,2017,-452390623.5,310001715,20,005,Pasuruan,-3587.000102,153,630597.45,63059745,191.0782494
288211274,Ud. Rafa Darma,Jasa,52,92,5917034,44802734,Website Sendiri,951,2004,-461029306,337221360,951,002,Madiun,-1029.020475,144,47111.18191,4711118.191,657.1822978
288211275,Ud. Lukman Resaputra,Jasa,82,44,2975746,13861155,Lazada,432,2009,-683502540,464909130,432,002,Madiun,-4931.064836,126,32086.00694,3208600.694,365.8043731
288211276,Ud. Kinan Resaputra,Perdagangan,13,98,8964858,43630571,Tokopedia,679,2004,-608769376,434933298,679,006,Gresik,-1395.281707,111,64257.10015,6425710.015,386.6844628
288211277,Ud. Mika Jaladara,Pendidikan,20,46,6746622,19945937,Tokopedia,937,2001,-223642969,162392604,937,005,Pasuruan,-1121.24574,66,21287.01921,2128701.921,195.643316
